title,news
Kristin Smart's killer stabbed in 2nd attack at California prison since 2023 sentencing,fox
"Dale Earnhardt Jr., family hospitalized after small plane crash in Tennessee, sister says",fox
FBI Director Chris Wray reveals his 'single darkest day I've had in this job',fox
NJ marijuana law forbids police from telling parents about minors' first-time infractions,fox
"Tropical Depression Laura to bring more heavy rain, strong winds",fox
'I love you': Longtime Harris ally has been friends with CCP group's top exec for over a decade,fox
Stephen Colbert mocks 'old white guy' Bernie Sanders after 2020 announcement,fox
Pence pays homage to 'Bedford Boys' on 75th anniversary of D-Day,fox
"Brad Pitt afraid relationship with estranged son can’t be saved, considers it a ‘tremendous loss’: report",fox
"Prince William, Kate Middleton want to give their children a ‘peaceful childhood’ despite royal titles: author",fox
"Florida alligator attack leaves woman with 'significant bite injuries,' officials say",fox
Evansville places men's basketball coach Walter McCarty on leave weeks after historic upset,fox
Tucker Carlson: Everything the media didn't tell you about the death of George Floyd,fox
Undercover nurse: NY hospital didn’t properly isolate coronavirus patients,fox
Early in-person voting kicks off in Maryland,fox
"Tester, Sheehy weigh in after parental consent abortion law struck down by Montana Supreme Court",fox
Republicans want AG to determine whether Pelosi committed criminal act for ripping up Trump speech,fox
Michigan Gov. Whitmer's coronavirus lockdown policies too strict for her own husband?,fox
"Chicago to add hundreds of homicide detectives following bloody 2021, top cop says",fox
Joaquin Phoenix opens up about checking himself into rehab,fox
"Colts owner Jim Irsay shares positive health update, reveals plans to present Dwight Freeney at HOF induction",fox
Sen Ernst calls out Biden's 'hypocrisy' for selling off border wall parts as construction resumes,fox
"Pelosi questions Trump's health, says ‘we’re going to be talking about the 25th Amendment’",fox
Ex-Oingo Boingo frontman Danny Elfman gets ‘Happy’ - a first in 36 years,fox
Mom says she received stinking shipment of dirty diapers from Amazon,fox
The most anticipated movies of 2019,fox
Son who spoke out against infamous polygamous leader dies,fox
Celebrity couples who married in Rhode Island before Olivia Culpo and Christian McCaffrey,fox
"NY Health Department surveyor potentially exposes NYC nursing home to COVID-19, source reveals",fox
Paulina Porizkova’s ‘frontal nude’ Vogue cover was unretouched: ‘Figured we’d have a page or two in the back’,fox
"Department of Justice closes Tamir Rice inquiry, will not file charges",fox
"DOJ reveals Dems acknowledged Barr subpoena was 'overbroad'; Nadler fires back, offers to meet 'without conditions'",fox
Cartoon Network to introduce they/them pronouns in 'LGBTQ inclusive episode' of kids' show,fox
"Arkansas drug and firearm investigations lead to 80 indictments, including rapper",fox
"Iowa commit will likely never 'play basketball again' after being struck by a car, coach Lisa Bluder says",fox
"Andy Ngô reacts to becoming Antifa target, leaving US: 'Not safe anymore for me'",fox
"Pete Buttigieg can identify clients from 2007-10 consulting work, firm says",fox
Trump denies insulting soldiers,fox
ABC's Jonathan Karl: The media 'unfortunately' played right into claims it was the 'opposition party' to Trump,fox
"Texas arrest where handcuffed suspect was led by rope would 'look so bad,' officer says",fox
"Amber Guyger, former Dallas cop, files appeal to get murder conviction overturned",fox
"Trump picks Gorsuch, Kavanaugh take opposite sides on 2 of 3 Supreme Court rulings Tuesday",fox
Joshua Jackson and Jodie Turner-Smith secretly married: report,fox
Tucker: Biden embraced neoliberalism and reminded us that it's horrible,fox
Queen Elizabeth is hiring a traveling sous chef,fox
Democrats attack Bloomberg over 'stop and frisk',fox
Which Donald Trump will show up at Thursday night's CNN Presidential Debate?,fox
Marching bands playing to a different beat amid the coronavirus pandemic,fox
Hawaii lawmaker proposes bill to ban cigarette sales in the state,fox
Video shows deadly Connecticut police shooting after officer yells 'show me your hands',fox
Sylvester Stallone admits he 'hated' Dolph Lundgren during the making of 'Rocky IV',fox
Black bear photographed enjoying sunrise at New Hampshire hotel,fox
Prince Harry may have landed Meghan Markle Disney voiceover job,fox
Miley Cyrus calls out reviewer who called her new album 'hot mess express',fox
'WTF? Shakira and JLo?!': This musician has a problem with Super Bowl halftime lineup,fox
2020 Jeep Gladiator Launch Edition on sale for just 1 day,fox
"Scaramucci uses Washington Post op-ed to blast Trump's 'culture of fear,' claims he is not 'seeking absolution'",fox
Undercover cop recalls how she got an Ohio man to reveal his wife’s murder in doc: ‘There’s evil everywhere’,fox
American Airlines passenger demands answers after luggage mysteriously ends up in California homeless camp,fox
"Gretchen Whitmer's sister, ex-Democrat lawmaker face heated primary for key NY seat that helped GOP take House",fox
'Ring of fire' galaxy discovered 11B light-years from Earth,fox
The most popular romantic comedies in each US state revealed,fox
Israel's Moon landing mission set for liftoff,fox
Bidens welcome new cat Willow to the White House,fox
Bengals' Joe Burrow after leaving game with leg injury: 'See ya next year',fox
Influential evangelical leader on why Trump will get more Christian support in 2020,fox
Kentucky preschoolers sing ‘Jesus Loves Me’ as tornado rips off school’s roof,fox
"Kindergarten teacher accused of recording sexually explicit videos with a child, sending them to ex-boyfriend",fox
Chiefs' Patrick Mahomes hits long home run at Royals' celebrity softball game,fox
Top Biden adviser ripped after Middle East claim resurfaces amid Iran attack: 'Moron extraordinaire',fox
LIVE UPDATES: Biden's first press conference as president,fox
Laken Riley's murder the 'direct result' of immigration laws passed by NYC Democrats: councilman,fox
"NCAA TOURNAMENT 2022 TITLE ODDS: UCLA, DUKE AND 8 MORE TEAMS THAT CAN WIN IT ALL",fox
"Mother of Houston girl, 7, killed in drive-by shooting believes gunman will 'turn himself in'",fox
"Cruise ship rams into tourist boat, dock in Venice leaving several injured",fox
Whitmer kidnapping plot suspects also discussed abducting Virginia governor: FBI agent,fox
Dems claim no progress made in shutdown talks as Trump pushes steel barrier,fox
"New York teen's murder photos went viral, prompting mom to help change law: 'Can't let that picture be online'",fox
David Dorn murder: St. Louis man found guilty in death of retired police captain during night of looting,fox
Matthew McConaughey says he'd approve of his kids embarking on entertainment careers,fox
"Biden says it's his 'expectation' to run for reelection in 2024, makes Trump quip",fox
Man accused of killing Gambino mob boss Frank Cali formally charged in New York,fox
Ken Cuccinelli denies fleeing DC bar due to 'juvenile' verbal assault by former Dem governor,fox
Stanley Kurtz: Obama-era 'Affirmatively Furthering Fair Housing Rule' an attack on suburbs,fox
"Leslie Marshall: Alexandria Ocasio-Cortez deserves to be praised, not constantly criticized",fox
Blake Lively's 'Detective Pikachu' look had a secret nod to Ryan Reynolds,fox
US Olympic athlete Chelsea Wolfe threatened to burn flag on podium,fox
Padres owner Peter Seidler dead at 63 after battling illness,fox
"Cross-party Brexit talks break down, making May’s departure increasingly inevitable",fox
Scientists divert lightning strikes using lasers,fox
Jack Brewer: Colin Kaepernick's NFL workout – Top takeaways (and the truth) about Saturday's tryout,fox
"New Orleans, already grappling with extreme weather, may face hurricane by week's end",fox
"Oregon state Capitol violence linked to right-wing protesters, Antifa counter-protesters leads to 3 arrests",fox
Kelly Craft at UN: North Korea missile launches 'risk closing the door' on diplomatic progress,fox
"Mother of girl who was brutally killed, dismembered in 2016 testifies she became 'a non-entity'",fox
Tom Brady retirement being blamed on wife Gisele Bundchen by his fans,fox
Reporter who fell for 'Pharma Bro' Martin Shkreli launches Substack to detail bizarre relationship,fox
Chrissy Teigen questions Kim Kardashian's elaborate Valentine’s Day surprise featuring famed saxophonist,fox
DMX's ex-wife reveals his final words helped her understand he wasn't afraid to die,fox
"Jenny McCarthy dishes on co-hosting 'The View,' rips creator Barbara Walters: 'I was miserable'",fox
"Former Albanian president arrested on corruption charges, opposition claims charges are politically motivated",fox
Navy petty officer is person of interest in 5-year-old daughter's disappearance: sheriff,fox
Mom's heart 'burst with love' when she caught twin baby sons hugging in crib,fox
Fox News’ Bret Baier celebrates 10 years anchoring ‘Special Report’,fox
"Trump: 'As much as I like Reagan, he was not good on trade'",fox
Delta Air Lines flight forced to make emergency landing due to Boeing 737 nose gear issue,fox
"Iran says it dismantled CIA spy ring, arrests 17, sentences some to death: report",fox
Kathryn Limbaugh gives update after late husband Rush Limbaugh laid to rest,fox
NBC's 'Tonight Show Starring Jimmy Fallon' brings its live audience back,fox
Blondie's Debbie Harry says her heroin addiction was ‘a drag’: ‘It was a waste of time’,fox
"Vikings left Greenland because they over-hunted walruses, research claims",fox
Hurricane center monitoring 2 systems brewing in Atlantic as season peak approaches,fox
PA GOP Senate primary battle: Former Trump-backed candidate Sean Parnell endorses Dave McCormick,fox
"Greg Gutfeld says voters angry at media for Trump-Biden coverage, supporting the 'orange devil' to spite them",fox
Is the Democrats' Ukraine investigation a rehashing of the Russia probe?,fox
"Kathie Lee Gifford talks cancel culture, forgiving Frank Gifford after infidelity: ‘It almost destroyed me’",fox
"Trump warns shutdown could last 'years,' says he may declare 'national emergency' to build border wall",fox
"Mother of Navy SEAL candidate who died during Hell Week fumes over lack of action, transparency 8 months later",fox
‘Jeopardy!’: The most challenging final ‘Jeopardy!’ questions in the show's history,fox
"Britney Spears, Sam Asghari make red carpet debut at 'Once Upon a Time in Hollywood' premiere",fox
Mark Levin warns America cannot 'take its eyes off' of adversaries abroad,fox
"Blac Chyna ditches OnlyFans for faith in life-changing transformation: ‘By the grace of God, I'm still here'",fox
What to expect as impeachment inquiry moves into public phase,fox
Man accused of starting fire near National Archives building,fox
Hong Kong protesters carry Trump's 'Rocky' photo in Thanksgiving rally,fox
"Karen Pierce, new UK ambassador to US, seeks to improve Britain's 'single most important relationship'",fox
American Airlines plane has 'terrifying' close call with Spirit Airlines plane at Boston airport,fox
"Obama took Trump's win as a personal insult, book says",fox
"Steve Bannon among 4 arrested, indicted in online fundraising scheme, DOJ announces",fox
Mets great Keith Hernandez gets choked up during tribute to Willie Mays: 'The greatest player I ever saw',fox
Charles Hurt: Pundits who said Kamala Harris was the 'one to beat' also doubted Trump in 2016,fox
Little Mix star Jesy Nelson recalls suicide attempt: 'I couldn’t tolerate the pain anymore',fox
"Buzz Aldrin calls for human 'migration' to Mars: ‘We explore, or we expire’",fox
Sen. Lamar Alexander: Green New Deal would cost trillions annually – here's a better idea,fox
"Cold case disappearance of Indiana woman, 18, in 1986 leads to arrest",fox
Bolivia's socialist President Evo Morales resigns amid election fraud allegations,fox
Anti-Trump GOP strategist Rick Wilson says on CNN that president‘s ‘rube 10-toothed base’ being conned by wall,fox
"Company hiring coffee 'addict' to drink java for $1G, but there's a catch",fox
"Hiker, 74, whose gurney spun out of control during helicopter rescue sues city for $2M",fox
GOP on defense ahead of public impeachment hearings,fox
New Zealand volcano dead include 2 teen brothers from Chicago area; parents still missing: reports,fox
"Fox News Poll: Biden tops Trump in battlegrounds Michigan, Minnesota, Pennsylvania",fox
FBI releases new details on police use of force as public grapples with distrust,fox
Pope asks faithful to add these two prayers to the end of the rosary,fox
Who is Indianapolis FedEx shooter Brandon Hole?,fox
"Israeli band says NYC venue canceled show because their name, which means 'The Jews,' was too political",fox
"ISIS bride's dad suing Trump, US to let her back into the country",fox
Trump signs bill supporting Hong Kong protesters despite strong opposition from China,fox
Rush Limbaugh: The 'dangerous' base created by Democrats is lashing out,fox
Miley Cyrus appears as her 'Black Mirror' character in sultry live performance,fox
"US ambassador to France: Trump, Macron getting along 'famously' ahead of visit",fox
US officials plan to move forward with enforcing UN sanctions on Iran,fox
"Howie Long’s sons, Chris and Kyle, face off Sunday for Eagles-Bears matchup",fox
Both sides make closing arguments in trial of ex-Obama White House lawyer Greg Craig,fox
Carnival cruise ships collide at port in Mexico; six minor injuries reported,fox
Vice President Mike Pence: I was pleased to see the special counsel announce the investigation is over,fox
"Prince William ‘was very unhappy’ Meghan Markle, Prince Harry 'used Princess Diana's imagery,' source alleges",fox
Jussie Smollett controversy a result of ‘victimhood chic’: Ben Domenech,fox
"Obamas not advising Harry and Meghan on royal transition, despite rumors: report",fox
Ex-Miss Uruguay found dead in Mexico City hotel,fox
Dem Gov Katie Hobbs requested Twitter censor critics of tweet comparing Trump supporters to Nazis,fox
"Chicago man shot at National Guard troops in Minneapolis amid Chauvin trial, prosecutors say",fox
Lara Trump says Americans are hopeful and excited to vote for Donald Trump,fox
Ex-Gov. Andrew Cuomo faces new lawsuit alleging 'unmitigated greed' contributed to nursing home deaths,fox
"Kelly Preston, actress in 'Jerry Maguire,' dead at 57",fox
Ancient clay jar fragment depicting 'grotesque' deity discovered in Jerusalem's City of David,fox
Most economists oppose the $15-an-hour minimum wage – Here's the stunning reason why,fox
"John Walker Lindh, American ex-Taliban militant, obtained Irish citizenship thanks to his Irish grandmother",fox
"Teachers weigh in on grading policies, debate 'no-zero' trend: 'Patently idiotic idea'",fox
Mom caught cruising with 2 kids riding in an inflatable pool on top of her car,fox
Actor Chris Pratt labeled 'racist' for Gadsden flag shirt,fox
"Victoria, second-most complete Tyrannosaurus rex skeleton, set to go on display",fox
California man Googled 'how to kill your ex’s fiancé' before murdering Catholic schoolteacher,fox
India launches historic mission to the Moon,fox
Patriots' Julian Edelman retires; 'It's been the best 12 years of my life',fox
New York Times apologizes for including racial slur in crossword puzzle: 'It is simply not acceptable',fox
NYC officer discharged from hospital after suffering 'possibly career-ending' gunshot wound,fox
Hooters calendar girls explain how they’re giving back to our troops with care packages,fox
PA Gov. Wolf calls GOP-backed election bill 'extremist proposal' to 'take away' voting rights,fox
Rep. Elise Stefanik could be one-term GOP conference chair if she beats Liz Cheney,fox
"Mike Tyson, Evander Holyfield give stamp of approval to Paul brothers: ‘Those guys are helping boxing so much'",fox
Gutfeld on 'existential' being word of the year,fox
Newsom picks California Secretary of State Alex Padilla to fill Harris' Senate seat,fox
"Computer experts, election security experts warn of 'serious threat' to Georgia voting machines",fox
"David Lander, 'Laverne & Shirley' actor, dead at 73",fox
"Deval Patrick swipes at Biden after joining 2020 race, warns his campaign ‘misses the moment’",fox
NFL legend Joe Montana reveals his 'best' quarterback of all time,fox
Khloe Kardashian apologizes for accidentally snubbing People's Choice Award,fox
"Chinese military vehicles stashed across Hong Kong border in soccer stadium, satellite images appear to show",fox
"Harvard, dozen other college campuses hit with failing grade on ADL Antisemitism Report Card",fox
Iranian supertanker sought by US is leased to Revolutionary Guard in apparent act of defiance: report,fox
"Homelessness among veterans dropped slightly as of January of this year, White House says",fox
"North Korea growing impatient with US, warns of 'exchange of fire at any moment' amid stalled talks",fox
‘The View’ baffled by Jussie Smollett pay raise motive: ‘He's gonna have no salary now’,fox
Iranian supertanker that US tried to seize is now heading toward Greece,fox
"2021 protests, riots that gripped US in post-George Floyd era",fox
Barr: DOJ yet to find widespread voter fraud that could have changed 2020 election,fox
"New 'Orwellian' HHS pronoun mandate forces employees to 'deny reality,' violate law: legal expert",fox
'Flip or Flop' star Tarek El Moussa says Heather Rae Young has already met his kids,fox
"Michael Levin: Daylight Saving Time – Finally, there's one good thing you can say about it",fox
Dean caught saying Berkeley Law uses 'unstated affirmative action:' 'I'm going to deny I said this',fox
"74 trillion tons of fake snow over Antarctic could 'save coastal cities' from climate change, researchers say",fox
Spirit changes wording of tweet blaming parents over mask incident,fox
Brianna Kupfer murder: Alleged killer Shawn Laval Smith had active warrant after assaulting cop,fox
"US left out as China, Iran come out on top in latest deal with Saudi Arabia: 'Sign of the times'",fox
Pittsburgh Steelers' Antonio Brown calls ex-teammate-turned-analyst 'Uncle Tom' after criticism,fox
Republicans slam Maxine Waters for telling protesters to 'get more confrontational' over Chauvin trial,fox
"Nevada man charged with voter fraud, accused of casting ballot using dead wife's name",fox
Small business leader praises tax deferment deal as 'huge',fox
Racially charged attack on Byron Donalds continues left-wing pattern against minority conservatives,fox
Pete Buttigieg pushes far-left ideas at town hall event,fox
US reopens embassy in Somalia after 28 years,fox
Newt Gingrich: Soviets seriously considered nuclear attack on US in 1960s – And now it's basis of my novel,fox
Hannity on Biden's priorities ahead of meeting with Putin,fox
Marc Thiessen: Trump's 10 most surprising successes after two years in office,fox
Carnival Cruise Line eliminating free room service starting mid-January,fox
"Florida school sends permission slips to learn Black National Anthem, not Holocaust: reports",fox
Ex-NY Times editor Bari Weiss bashes former paper over ‘press release’ praising Kamala Harris’ stepdaughter,fox
"Elizabeth Hurley, 53, dons ‘aquamarine’ bikini in latest racy post",fox
19-year-old bride defends marriage to 62-year-old husband,fox
Neil Cavuto 'can’t stand' this Thanksgiving dish: 'Most loathsome food on the planet',fox
Peter Nygard accuser explains why she's speaking out in new shocking doc: 'I have never been quiet about this',fox
Garth Brooks says Lady Gaga's glam squad 'saved a cowboy' at inauguration,fox
Truck driver opens up on personal sacrifice for America's economy during coronavirus,fox
"Two deer rescued after they get stuck in Italian clothing shop, swimming pool in Germany",fox
Elizabeth Hurley recreates iconic 1994 Versace pin dress,fox
Rep. Katie Porter on juggling work and raising three kids alone during coronavirus pandemic,fox
"Cleveland Browns mourn death of bullmastiff mascot, PETA implores team to rescue dog from local animal shelter",fox
Former NY Times editor rips Trump coverage as biased,fox
"AOC, Sanders demand probe of Amazon's 'grueling, unsafe' workplace conditions",fox
Dale Earnhardt Jr. to miss NBC broadcasting gig after family survives fiery crash landing,fox
White House says bringing Marine veteran Paul Whelan home is 'as high a priority as the president has',fox
Rep. Doug Collins on Lisa Page transcripts: This shows a 'two-tiered system',fox
Derek Chauvin body camera transcript released in trial,fox
Portland resident sounds alarm over city's 'Safe Rest Village' program: Area of 'organized crime and drugs',fox
"News anchor diagnosed with molar pregnancy, undergoing chemotherapy",fox
"Rep. Tom Emmer clashes with CBS News host, calls out media hypocrisy on political violence",fox
California pastor blasts 'tyranny masquerading as safety' from politicians who break own COVID rules,fox
Joe Biden ‘was aware’ and potentially ‘involved’ in son Hunter’s crony business dealings: Whistleblowers,fox
"Steve Hilton: To save all lives in the coronavirus crisis, we must slow the spread, but speed the shutdown",fox
Jim Jordan demands NY AG hand over documents related to former DOJ official at heart of NY v. Trump,fox
"America's progressive cities are increasingly childless, report finds: 'Family-exodus doom loop'",fox
Nevada Independent apologizes after editor complains about praise for murdered Las Vegas journalist,fox
David Foster's daughters reveal their only issue with his wife Katharine McPhee,fox
South Korean prosecutors question church leader accused of hampering coronavirus recovery,fox
California sheriff releases graphic video of deadly police shooting,fox
"North Carolina Lt. Gov. Mark Robinson checks off Left's political 'boxes,' but receives ‘scant’ campus invites",fox
Outrage mounts over $111 million pitch for 'D-Day Land' attraction in France: report,fox
"Massive 69-car pileup in Virginia leaves several with critical injuries, shuts down interstate",fox
Kim Jong Un's sister flies solo as she heads to DMZ to meet South Korean officials,fox
Dog that served our nation is reunited with its former Air Force handler: 'It's been a blessing',fox
Las Vegas woman learns cough dismissed as 'allergies' was actually cancer symptom,fox
"Moscow, Idaho, church deacon wins motion over COVID-protest arrest at outdoor hymn sing: 'I feel vindicated'",fox
"Royal Caribbean cruise ship finally departs New Jersey following coronavirus tests, sails different itinerary",fox
Trump and first lady host dinner for Prince Charles and Duchess Camilla in UK,fox
Wesley Snipes moving on from Blade,fox
Las Vegas Dem accused of killing journalist said in 2020 arrest wife acted like he was going to 'kill' her,fox
"Message of Election 2020: Trump lost, but Trumpism did not",fox
"Adam Sandler receives Mark Twain Prize for comedy surrounded by co-stars Drew Barrymore, Rob Schneider, others",fox
Joe Biden receives flak for controversial comments about 'the hood',fox
Terri Irwin says Steve Irwin would be 'beyond proud' after daughter Bindi welcomes first child,fox
"Medical centers fight to keep liver transplants close to home, after new policy takes effect",fox
Kanye West on finding faith during 2016 hospitalization: I’m ‘now a son of God’,fox
"Kevin Hart, Lake Bell and 'The Secret Life of Pets 2' cast on when they realized they were funny",fox
Long weekend in Nashville: Music City tourism boom led by thriving nightlife,fox
"Graham: Every American deserves the right to confront their accuser, including the president",fox
Author faces backlash for book claiming Rittenhouse killed 'two Black men' while waging 'race war',fox
Lou Holtz posts cryptic message as presidential election looms: 'We need to coach America back to greatness!',fox
Ex-UFC star Paige VanZant gives fans behind-the-scenes look at her steamy content on social media,fox
COVID-19 'f-bomb' trademark application defended by Boston University,fox
"WIN $1,000 ON THE FOX SUPER 6 MLB LATE INNING CHALLENGE ON SATURDAY",fox
Dr. Marc Siegel: Epstein death in NY prison under extremely tight security 'unusual',fox
Sen. Marco Rubio: Hong Kong has US support to defend freedom and autonomy against Chinese aggression,fox
Kennedy cousin Michael Skakel will not be retried in Martha Moxley murder,fox
Black Hawk helicopters return to El Paso border,fox
Ned Ryun: Facebook’s latest crackdown begs the question -- Who is the final arbiter of free speech in America?,fox
"Kate Middleton, Prince William 'hardly knew' Meghan Markle ahead of Prince Harry wedding, royal expert says",fox
Arkansas trucker gets 4 years for beating officer with flagpole at Jan. 6 riot,fox
"Colin Kaepernick doesn't celebrate Christmas, girlfriend reveals what they do for presents",fox
"Dems want to change the rules: Presidential hopefuls suggest ending Electoral College, altering Supreme Court",fox
Democratic lawmakers tell illegal immigrants how to evade ICE,fox
Kamala Harris confronted by upset Iowa resident: 'Leave our health care alone',fox
"‘Baby Yoda’ pumpkin unveiled by Ohio artist, wants people to ‘appreciate his cuteness’",fox
Graham expects 'bipartisan acquittal for Trump' in Senate trial,fox
5 things we learned from Billie Eilish's interview with Rolling Stone,fox
Durham probe: FBI offered Christopher Steele $1 million to corroborate Trump allegations in dossier,fox
"Texas Democrat knocks Biden over immigration policy, sending delegation to the state without notice",fox
"From poisonings to beheadings, 'honor killings' in Iran gets a fresh spotlight with social media",fox
NYC subway train derails after striking 'debris' on tracks; man charged,fox
Army Field Band soldier creates 'Do-Re-Mi' singalong with 18 kids in adorable video,fox
Drew Brees raises idea of playing football again while addressing broadcasting future,fox
India halts attempt to retrieve climbers' bodies on Himalayan mountain,fox
"JoJo Siwa introduces girlfriend Kylie, says she's 'the happiest I've ever been' after coming out",fox
LeAnn Rimes bares all in post embracing her psoriasis: ‘This is my time to be honest’,fox
Bloomberg campaign raises eyebrows with a meatball featuring the candidate's face,fox
"Sherri Papini, California mom behind kidnapping hoax, sobbed when confronted with evidence of her lies",fox
‘Willy Wonka’ actress Julie Dawn Cole speaks out on co-star Denise Nickerson being taken off life support,fox
"Suzanne Morphew murder: DA under fire as husband, daughters say they're 'discouraged' in unsolved case",fox
Florida teacher ID’d after body found in submerged car nearly 3 years after he disappeared,fox
"Charlotte Kirk had non-consensual sex 'under duress' with ex-Warner Bros. honcho, new lawsuit claims: report",fox
"Barr teases Friday 'development' in Durham probe, says investigation won't be 'dictated to' by election",fox
Patriots' Robert Kraft allegedly visited Florida spa for sex acts on day of AFC Championship game,fox
"LeBron James, NBA world react to video of police beating Tyre Nichols: 'We are our own worst enemy'",fox
Ingenuity has flown on Mars; what's next in NASA's Perseverance mission?,fox
North Korea warns of ‘bigger threat and harsh suffering’ over nuclear talks deadline,fox
"World War II-era aircraft crashes at Bradley International Airport in Connecticut, injuries reported",fox
'Birds of Prey' star Margot Robbie on what makes Harley Quinn unique: 'She defies social norms in every way',fox
Jimmy Fallon's 'erratic behavior' left 'Tonight Show' employees in a 'constant state of fear': report,fox
"Raleigh, NC, mayor says she won't run again, citing health, family",fox
"Grand Canyon changes 'offensive' name near popular hiking trail, officials say",fox
"Most Biden rally appearances are shorter than a sitcom, helping fuel stamina concerns",fox
'Bachelor’ alum Melissa Rycroft: Peter Weber is ‘too stable as a guy’ to headline the show,fox
"COVID vaccine companies told to focus on KP.2 variant for fall shots, per FDA announcement",fox
North Carolina shark attack victim who had leg amputated says marine life 'are still good people',fox
Cheney challenger says he's surpassed $500K fundraising in bid to unseat ousted GOP conference chair,fox
"Jim Hanson: Trump's tweets boost Iranian protests — the world is watching, president warns mullahs",fox
Stuart Varney on Hong Kong protests: History is unfolding before our eyes,fox
"Warren doubles down on linking Soleimani strike to impeachment, says Trump risked war for politics",fox
"North Korea to put Chinese surveillance cameras in schools and workplaces to monitor citizens, report says",fox
"Joe Biden 'enabled' family to sell access to 'dangerous adversaries,' Tony Bobulinski testifies",fox
NASA confirms U.S. astronaut will return with cosmonauts on Russian spacecraft later this month,fox
"Outburst at Ocasio-Cortez town hall was political group's doing, it admits",fox
Youtube censors Steven Crowder; has censorship gone too far?,fox
"Elijah McClain death: Colorado grand jury indicts 3 police officers, 2 paramedics",fox
Former Puerto Rico legislator found guilty on corruption charges,fox
Janice Dickinson doesn’t regret ‘America’s Next Top Model’ remarks often seen as fat-shaming,fox
Rep. Crenshaw: Hillary Clinton telling Biden not to concede is 'eerie',fox
Parent union forming to combat power of public school teachers unions,fox
"'Gun free zone' law disarmed Virginia Beach shooting victim, attorney says",fox
Meghan Markle learned ‘there is no place for someone with political ambition’ in the British royal family,fox
France denies report airstrike in Mali killed 19 civilians at wedding,fox
Peaceful protesters with anti-police signs cast doubts over unifying message,fox
Wisconsin Dem Rep. Gwen Moore recently shoveled over $100K in campaign funds to sister,fox
Meghan Markle didn't call into royal family summit with the Queen because it wasn't 'necessary',fox
"'Historic' blizzard may drop up to 2 feet of snow across Central US, cause 'life-threatening' travel conditions",fox
Arkansas governor: Republican Sarah Huckabee Sanders defeats Chris Jones,fox
Nigel Farage reacts to anti-Trump protests in London,fox
Utah governor reveals secret to scoring best state ranking two years in a row,fox
Who's running for president in 2020? Meet the Democratic candidates,fox
Retired Chicago cop who exposed Jussie Smollett hoax warns voters about Kamala Harris,fox
"Teen killed in 'catfish' murder-for-hire plot planned by 'worst offender' seeking videos of death, child porn",fox
Who has won the most NASCAR Cup Series races at Bristol Motor Speedway?,fox
"Prince Harry, Prince William are enduring fractures in their relationship after royal exit: Documentary",fox
Speaker Nancy Pelosi dismisses influence of progressive freshmen,fox
"Hans Zimmer, composer for movies from 'Dune' to 'Dark Knight,' talks North American tour",fox
Israel’s first moon lander launches on SpaceX rocket,fox
Native American tribes dependent on fossil fuel resources rip Biden admin for double standard,fox
Pelosi: Trump needs to lose so decisively in 2020 that he won't challenge the results,fox
George Floyd death: Trial of 3 cops delayed by COVID-19 diagnosis,fox
Natalie Portman's Oscars outfit includes names of female directors who were not nominated,fox
North Carolina shark attack victim’s father reveals how he saved daughter: 'I hit it with everything I could',fox
